enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,cdi_round,experience_group,training_ten_hours
845,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,86,0.0,0.9,>20,80
22126,1,0.847,Male,Has relevent experience,Full time course,Masters,STEM,6,10/49,no info,1,3,0.0,0.8,5-10,0
32220,83,0.923,Male,Has relevent experience,no_enrollment,Masters,Other,18,10000+,no info,1,44,0.0,0.9,16-20,40
8230,138,0.836,Male,No relevent experience,no_enrollment,Primary School,no info,1,no info,no info,never,34,0.0,0.8,<5,0
7067,103,0.92,no info,Has relevent experience,no_enrollment,Graduate,Arts,15,100-500,Pvt Ltd,1,84,0.0,0.9,11-15,80
11941,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,no info,2,91,0.0,0.9,<5,80
3634,83,0.923,Male,Has relevent experience,Full time course,High School,no info,9,no info,no info,1,56,0.0,0.9,5-10,40
13326,21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,no info,1,15,0.0,0.6,5-10,0
7245,103,0.92,no info,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,NGO,1,44,1.0,0.9,11-15,40
10292,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,9,0.0,0.9,>20,0
18987,21,0.624,no info,No relevent experience,Full time course,High School,no info,1,no info,no info,never,104,1.0,0.6,<5,80
12897,84,0.698,Male,No relevent experience,Full time course,Graduate,STEM,1,no info,no info,1,81,1.0,0.7,<5,80
8240,97,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,118,1.0,0.9,5-10,80
16337,21,0.624,Female,No relevent experience,Full time course,Masters,STEM,3,no info,no info,never,94,1.0,0.6,<5,80
859,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,14,0.0,0.9,5-10,0
615,67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,Pvt Ltd,1,141,0.0,0.9,<5,120
24537,114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,334,0.0,0.9,11-15,320
19283,160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,148,1.0,0.9,5-10,120
32905,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,10,no info,no info,>4,81,1.0,0.6,5-10,80
16209,16,0.91,Male,Has relevent experience,no_enrollment,High School,no info,>20,10000+,Pvt Ltd,4,14,0.0,0.9,>20,0
11103,105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,never,62,0.0,0.8,5-10,40
9627,11,0.55,Female,No relevent experience,Full time course,Graduate,STEM,4,no info,no info,never,25,0.0,0.6,<5,0
5053,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,1,26,0.0,0.9,5-10,0
29219,67,0.855,Male,No relevent experience,no_enrollment,High School,no info,3,no info,no info,never,12,1.0,0.9,<5,0
9581,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,>4,84,1.0,0.9,>20,80
16263,21,0.624,Male,No relevent experience,no_enrollment,High School,no info,2,no info,no info,never,20,1.0,0.6,<5,0
8697,54,0.856,Male,Has relevent experience,Full time course,Graduate,STEM,15,<10,Pvt Ltd,3,332,0.0,0.9,11-15,320
15099,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,97,1.0,0.9,>20,80
7130,103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,11,no info,no info,4,130,1.0,0.9,11-15,120
24239,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,124,0.0,0.6,11-15,120
14352,102,0.804,no info,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,>4,258,0.0,0.8,16-20,240
2460,102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,never,26,1.0,0.8,11-15,0
1997,21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Public Sector,1,5,1.0,0.6,5-10,0
17025,114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,3,0.0,0.9,11-15,0
12441,99,0.915,Male,No relevent experience,Full time course,High School,no info,4,no info,no info,1,192,0.0,0.9,<5,160
26329,103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,7,no info,no info,2,53,0.0,0.9,5-10,40
8412,116,0.743,no info,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,1,4,0.0,0.7,<5,0
14857,40,0.7759999999999999,no info,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,never,101,0.0,0.8,5-10,80
14146,116,0.743,no info,No relevent experience,no_enrollment,Masters,Humanities,2,no info,no info,1,198,1.0,0.7,<5,160
31289,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,66,1.0,0.9,11-15,40
28682,103,0.92,no info,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,2,224,1.0,0.9,5-10,200
9912,77,0.83,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,1,45,0.0,0.8,5-10,40
16445,71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,1,no info,no info,1,206,0.0,0.9,<5,200
13310,21,0.624,no info,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,264,0.0,0.6,5-10,240
516,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,no info,no info,>4,48,1.0,0.9,>20,40
21008,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,2,66,0.0,0.9,5-10,40
14846,67,0.855,no info,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,35,0.0,0.9,5-10,0
20995,36,0.893,no info,No relevent experience,Full time course,Primary School,no info,3,no info,no info,1,22,0.0,0.9,<5,0
7625,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,1,22,1.0,0.6,>20,0
28352,131,0.68,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,1,21,0.0,0.7,11-15,0
14055,103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,1,89,0.0,0.9,5-10,80
6005,21,0.624,no info,No relevent experience,Part time course,Graduate,STEM,7,5000-9999,Pvt Ltd,2,109,0.0,0.6,5-10,80
12625,21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,>4,91,1.0,0.6,5-10,80
18278,160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,2,61,0.0,0.9,<5,40
17202,16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,146,0.0,0.9,>20,120
9447,100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,2,202,0.0,0.9,16-20,200
23194,160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,>4,39,0.0,0.9,16-20,0
8851,46,0.762,Male,No relevent experience,Part time course,High School,no info,3,no info,no info,never,72,0.0,0.8,<5,40
26602,16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Funded Startup,1,60,0.0,0.9,5-10,40
16243,21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,11,1000-4999,Pvt Ltd,1,134,0.0,0.6,11-15,120
7035,100,0.887,Male,Has relevent experience,Part time course,Masters,Humanities,9,<10,no info,1,24,0.0,0.9,5-10,0
28906,39,0.898,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,1,220,0.0,0.9,16-20,200
8386,36,0.893,no info,Has relevent experience,Full time course,Graduate,STEM,<1,500-999,Pvt Ltd,1,50,0.0,0.9,<5,40
20617,16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Pvt Ltd,>4,14,0.0,0.9,5-10,0
27956,16,0.91,Male,Has relevent experience,no_enrollment,High School,no info,17,10000+,Pvt Ltd,1,12,0.0,0.9,16-20,0
16980,16,0.91,Male,No relevent experience,no_enrollment,High School,no info,5,no info,no info,never,66,0.0,0.9,5-10,40
1767,75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,no info,no info,2,41,0.0,0.9,>20,40
6932,21,0.624,no info,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,never,80,1.0,0.6,5-10,80
809,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,>4,90,0.0,0.9,>20,80
9697,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,no info,Public Sector,1,142,0.0,0.9,>20,120
12637,103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,151,1.0,0.9,<5,120
15878,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Early Stage Startup,1,82,0.0,0.9,5-10,80
4874,73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,28,0.0,0.8,>20,0
30799,46,0.762,no info,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Other,4,51,0.0,0.8,16-20,40
5835,104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,no info,no info,1,59,0.0,0.9,16-20,40
24572,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,2,155,0.0,0.9,5-10,120
75,105,0.794,Male,No relevent experience,no_enrollment,High School,no info,3,no info,Pvt Ltd,never,14,0.0,0.8,<5,0
12344,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,26,0.0,0.9,5-10,0
13270,160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,>4,23,1.0,0.9,>20,0
5686,64,0.6659999999999999,no info,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,107,0.0,0.7,5-10,80
9900,160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,2,no info,no info,1,40,0.0,0.9,<5,40
5446,21,0.624,no info,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,>4,111,1.0,0.6,5-10,80
12224,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,59,1.0,0.9,>20,40
3657,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,2,17,0.0,0.9,11-15,0
9439,114,0.926,no info,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,16,0.0,0.9,5-10,0
3431,83,0.923,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,3,89,0.0,0.9,16-20,80
17459,98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,no info,no info,>4,48,1.0,0.9,>20,40
11062,136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,75,0.0,0.9,>20,40
26136,67,0.855,Male,Has relevent experience,Part time course,Graduate,Business Degree,2,5000-9999,Pvt Ltd,2,42,0.0,0.9,<5,40
31443,179,0.512,Female,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,>4,75,0.0,0.5,11-15,40
19891,114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,1.0,0.9,>20,40
21624,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,28,0.0,0.9,>20,0
3857,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,32,0.0,0.9,11-15,0
7662,103,0.92,no info,No relevent experience,Full time course,Graduate,STEM,2,no info,no info,1,224,1.0,0.9,<5,200
2834,67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,100-500,Pvt Ltd,1,78,0.0,0.9,<5,40
18621,21,0.624,no info,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,86,0.0,0.6,5-10,80
24301,128,0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,2,no info,no info,1,111,0.0,0.5,<5,80
27322,128,0.527,Female,No relevent experience,Part time course,Graduate,STEM,1,no info,no info,never,86,0.0,0.5,<5,80
18714,10,0.895,Male,Has relevent experience,no_enrollment,Primary School,no info,>20,no info,no info,3,300,0.0,0.9,>20,280
16546,61,0.913,Male,Has relevent experience,no_enrollment,Graduate,Other,4,1000-4999,Pvt Ltd,2,6,0.0,0.9,<5,0
8783,91,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,no info,no info,>4,18,0.0,0.7,<5,0
27387,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,38,1.0,0.6,5-10,0
7725,114,0.926,Male,Has relevent experience,no_enrollment,High School,no info,5,1000-4999,Pvt Ltd,never,56,0.0,0.9,5-10,40
11636,114,0.926,no info,No relevent experience,no_enrollment,Masters,STEM,11,no info,no info,never,18,1.0,0.9,11-15,0
14820,173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,3,112,0.0,0.9,11-15,80
18872,16,0.91,no info,Has relevent experience,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,2,17,0.0,0.9,5-10,0
33377,65,0.802,Male,Has relevent experience,no_enrollment,Graduate,Other,10,100-500,Pvt Ltd,2,27,0.0,0.8,5-10,0
31344,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,>4,39,0.0,0.9,>20,0
22968,98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Funded Startup,3,24,0.0,0.9,5-10,0
22171,138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,19,100-500,Public Sector,1,4,0.0,0.8,16-20,0
11820,114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,3,136,0.0,0.9,>20,120
6195,116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,73,0.0,0.7,5-10,40
30129,16,0.91,Male,No relevent experience,Full time course,High School,no info,5,no info,no info,1,34,1.0,0.9,5-10,0
13654,50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,42,0.0,0.9,5-10,40
23979,160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,9,no info,no info,2,11,0.0,0.9,5-10,0
9620,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,15,100-500,Funded Startup,>4,102,0.0,0.9,11-15,80
32665,21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,no info,no info,never,53,1.0,0.6,<5,40
16716,100,0.887,no info,No relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,3,20,0.0,0.9,5-10,0
4237,160,0.92,no info,No relevent experience,Part time course,Graduate,STEM,15,no info,no info,2,20,0.0,0.9,11-15,0
23117,103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,no info,no info,1,47,0.0,0.9,5-10,40
17317,102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,102,1.0,0.8,5-10,80
18708,21,0.624,Male,No relevent experience,no_enrollment,High School,no info,5,no info,no info,never,178,0.0,0.6,5-10,160
9969,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,no info,no info,1,1,1.0,0.9,11-15,0
9141,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,>4,6,1.0,0.9,>20,0
3958,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,166,1.0,0.6,5-10,160
12783,67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,>4,204,0.0,0.9,5-10,200
7850,64,0.6659999999999999,Male,Has relevent experience,Full time course,Masters,STEM,>20,<10,Pvt Ltd,never,98,0.0,0.7,>20,80
19392,158,0.7659999999999999,no info,No relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,1,9,0.0,0.8,<5,0
7073,101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,67,1.0,0.6,<5,40
33118,103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,1,43,0.0,0.9,5-10,40
7274,24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,12,500-999,no info,1,11,0.0,0.7,11-15,0
4221,103,0.92,Male,No relevent experience,no_enrollment,Primary School,no info,7,no info,Pvt Ltd,never,28,0.0,0.9,5-10,0
9474,103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,39,0.0,0.9,5-10,0
22331,103,0.92,Male,No relevent experience,no_enrollment,Primary School,no info,9,no info,no info,never,42,0.0,0.9,5-10,40
3384,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,17,0.0,0.9,5-10,0
21095,90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,1,no info,no info,never,12,1.0,0.7,<5,0
11749,50,0.8959999999999999,Male,No relevent experience,Full time course,High School,no info,2,no info,no info,never,54,0.0,0.9,<5,40
2849,104,0.924,Male,No relevent experience,Full time course,High School,no info,3,50-99,Funded Startup,1,17,0.0,0.9,<5,0
32436,136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,no info,Public Sector,never,26,0.0,0.9,<5,0
19399,21,0.624,no info,Has relevent experience,no_enrollment,Graduate,STEM,1,500-999,Pvt Ltd,1,10,1.0,0.6,<5,0
11175,12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,148,0.0,0.6,11-15,120
12743,100,0.887,no info,Has relevent experience,no_enrollment,High School,no info,9,50-99,Pvt Ltd,never,5,0.0,0.9,5-10,0
7594,71,0.884,no info,No relevent experience,Part time course,Graduate,STEM,15,no info,no info,1,13,1.0,0.9,11-15,0
26012,160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1,151,0.0,0.9,<5,120
4553,103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,<1,no info,Pvt Ltd,never,15,1.0,0.9,<5,0
26884,1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,no info,3,35,0.0,0.8,11-15,0
4117,16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,>4,130,0.0,0.9,>20,120
32785,21,0.624,Male,No relevent experience,Full time course,High School,no info,5,no info,no info,never,46,1.0,0.6,5-10,40
30661,54,0.856,Male,No relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,119,0.0,0.9,5-10,80
27047,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,43,0.0,0.9,5-10,40
23942,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Funded Startup,4,21,0.0,0.9,11-15,0
30610,94,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Early Stage Startup,2,238,0.0,0.7,5-10,200
27364,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,1,21,0.0,0.6,<5,0
18017,114,0.926,Male,No relevent experience,no_enrollment,High School,no info,1,<10,NGO,never,53,0.0,0.9,<5,40
1920,128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Public Sector,2,38,1.0,0.5,5-10,0
7166,103,0.92,no info,No relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,32,0.0,0.9,16-20,0
5022,160,0.92,no info,No relevent experience,Full time course,Graduate,STEM,4,no info,no info,never,38,1.0,0.9,<5,0
20835,136,0.897,Male,No relevent experience,Part time course,Masters,STEM,4,1000-4999,no info,1,17,0.0,0.9,<5,0
18025,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,20,0.0,0.9,>20,0
15758,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,17,<10,Pvt Ltd,>4,81,0.0,0.9,16-20,80
31748,21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Public Sector,1,82,1.0,0.6,5-10,80
31005,160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,no info,no info,never,54,1.0,0.9,<5,40
20858,16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,2,170,0.0,0.9,16-20,160
27548,103,0.92,no info,No relevent experience,no_enrollment,Primary School,no info,3,no info,no info,never,7,0.0,0.9,<5,0
21132,71,0.884,Male,No relevent experience,Full time course,High School,no info,8,no info,no info,1,113,0.0,0.9,5-10,80
2169,67,0.855,no info,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Early Stage Startup,1,39,0.0,0.9,<5,0
21693,71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,36,0.0,0.9,11-15,0
11354,159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,25,0.0,0.8,>20,0
13566,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,no info,2,14,1.0,0.6,<5,0
14102,73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,no info,4,40,0.0,0.8,5-10,40
21574,105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,4,15,0.0,0.8,>20,0
33046,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,57,0.0,0.9,>20,40
12859,103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Funded Startup,1,129,0.0,0.9,5-10,120
3508,173,0.878,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,98,0.0,0.9,>20,80
4469,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,11,1.0,0.6,5-10,0
8503,74,0.579,Male,No relevent experience,Full time course,High School,no info,2,no info,no info,never,158,0.0,0.6,<5,120
202,67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,>4,78,0.0,0.9,>20,40
32926,104,0.924,Female,No relevent experience,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,4,81,0.0,0.9,16-20,80
5234,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,11,1.0,0.6,5-10,0
25382,21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,10,10000+,Pvt Ltd,4,45,1.0,0.6,5-10,40
19960,103,0.92,no info,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,6,0.0,0.9,5-10,0
14527,21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,5,1.0,0.6,<5,0
20193,103,0.92,Male,No relevent experience,Full time course,High School,no info,10,no info,no info,1,32,1.0,0.9,5-10,0
11980,103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,15,no info,no info,1,46,1.0,0.9,11-15,40
30243,100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,never,43,1.0,0.9,5-10,40
14986,28,0.939,Male,Has relevent experience,no_enrollment,High School,no info,>20,10/49,Pvt Ltd,never,69,0.0,0.9,>20,40
17222,102,0.804,Male,Has relevent experience,no_enrollment,High School,no info,12,no info,Pvt Ltd,1,20,0.0,0.8,11-15,0
13731,162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,no info,1,99,0.0,0.8,5-10,80
1356,103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,15,1.0,0.9,>20,0
23551,114,0.926,no info,No relevent experience,Full time course,High School,no info,9,no info,no info,1,48,0.0,0.9,5-10,40
6110,114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,74,1.0,0.9,>20,40
11738,100,0.887,Male,Has relevent experience,Full time course,High School,no info,10,no info,no info,1,78,0.0,0.9,5-10,40
2102,21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Early Stage Startup,2,44,0.0,0.6,5-10,40
12176,23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,114,0.0,0.9,>20,80
32124,64,0.6659999999999999,Male,Has relevent experience,no_enrollment,High School,no info,19,<10,Pvt Ltd,1,26,0.0,0.7,16-20,0
1516,41,0.8270000000000001,no info,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,no info,1,56,0.0,0.8,5-10,40
9631,114,0.926,no info,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,never,62,1.0,0.9,11-15,40
3522,103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,2,106,0.0,0.9,>20,80
15084,103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,no info,no info,1,67,0.0,0.9,11-15,40
32528,128,0.527,no info,No relevent experience,no_enrollment,High School,no info,3,no info,no info,never,34,0.0,0.5,<5,0
11337,16,0.91,Male,No relevent experience,no_enrollment,High School,no info,9,no info,no info,never,37,0.0,0.9,5-10,0
28301,160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,161,0.0,0.9,>20,160
4229,160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,1,30,0.0,0.9,5-10,0
23178,103,0.92,no info,No relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,100,0.0,0.9,<5,80
20643,64,0.6659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,never,22,0.0,0.7,<5,0
10666,114,0.926,Male,Has relevent experience,no_enrollment,Masters,No Major,19,10000+,Pvt Ltd,never,18,0.0,0.9,16-20,0
6336,159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,2,no info,no info,never,23,0.0,0.8,<5,0
19510,36,0.893,no info,Has relevent experience,Part time course,Graduate,STEM,11,no info,no info,1,52,0.0,0.9,11-15,40
27264,103,0.92,no info,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,80,0.0,0.9,5-10,80
7676,149,0.6890000000000001,no info,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Funded Startup,3,84,0.0,0.7,<5,80
12466,71,0.884,no info,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,2,64,0.0,0.9,>20,40
8301,43,0.516,no info,Has relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,1,32,0.0,0.5,<5,0
10991,21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,no info,no info,1,15,1.0,0.6,<5,0
7252,103,0.92,no info,Has relevent experience,no_enrollment,Graduate,Business Degree,2,no info,no info,1,42,1.0,0.9,<5,40
