enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,cdi_round,cdi_split,City_split,Company Type,Highest Education,City_Development_Index,DataScience_Experience,Working_Experience
18308,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,,1,22,0.0,0.6,0,city_21,,NOT Graduate,<= 0.6,Experienced in data science,Under 20 years worked
31060,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,58,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
23783,city_90,0.698,,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,,145,0.0,0.7,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
12350,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,50-99,Pvt Ltd,1,9,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Over 20 years worked
22871,city_131,0.68,Male,No relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,32,0.0,0.7,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
4985,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,4,,Public Sector,1,184,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
23395,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Funded Startup,never,4,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
24733,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,>4,298,0.0,0.8,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
5515,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,57,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
7191,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,9,10/49,Pvt Ltd,>4,14,0.0,0.6,0,not_city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
5023,city_141,0.763,Male,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,never,55,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
22827,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,14,500-999,Public Sector,1,46,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
8920,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,43,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
28611,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,61,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
21749,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,26,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
29359,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,37,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
17355,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,1,60,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
14706,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,>4,96,0.0,0.7,1,not_city_21,,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
5707,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,2,53,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
24866,city_21,0.624,,No relevent experience,Full time course,,,4,,,never,41,1.0,0.6,0,city_21,,,<= 0.6,Novice in data science,Under 20 years worked
21329,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,never,242,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Over 20 years worked
32367,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,102,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
32657,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,18,0.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
15737,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,50,1.0,0.6,0,not_city_21,,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
11378,city_46,0.762,,No relevent experience,no_enrollment,Graduate,STEM,4,,,never,51,1.0,0.8,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
20705,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,3,28,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
5598,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,2,<10,Pvt Ltd,1,11,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
13926,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,4,33,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
2701,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,70,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
33016,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,,2,51,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Over 20 years worked
4570,city_11,0.55,Male,No relevent experience,Full time course,High School,,2,,,1,10,0.0,0.6,0,not_city_21,,NOT Graduate,<= 0.6,Novice in data science,Under 20 years worked
5884,city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,3,8,0.0,0.7,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
24182,city_89,0.925,Female,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,never,24,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
31755,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,20,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
22499,city_45,0.89,,Has relevent experience,Full time course,High School,,6,50-99,Pvt Ltd,1,36,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
14519,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,2,56,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
10697,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,,17,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
28006,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,18,,,1,59,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
23054,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,19,,,1,56,0.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
20290,city_159,0.843,,No relevent experience,Full time course,Graduate,STEM,5,,,never,13,1.0,0.8,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
8657,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,2,,,1,42,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
20181,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,1,10,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
4550,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,130,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
581,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,108,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
18561,city_136,0.897,Male,No relevent experience,Full time course,Masters,Business Degree,5,,,1,21,0.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
16334,city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,4,,,1,26,1.0,0.7,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
1805,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Funded Startup,1,81,1.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
9347,city_91,0.691,,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Public Sector,2,26,0.0,0.7,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
9062,city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,never,46,0.0,0.6,0,not_city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
2639,city_67,0.855,Other,Has relevent experience,Full time course,Masters,STEM,7,,,1,24,0.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
18922,city_21,0.624,,No relevent experience,,Graduate,STEM,4,,,never,7,0.0,0.6,0,city_21,,Graduate,<= 0.6,Novice in data science,Under 20 years worked
32363,city_73,0.754,Male,Has relevent experience,no_enrollment,High School,,<1,,Pvt Ltd,never,23,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
25487,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Public Sector,3,57,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
28297,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,77,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
14455,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,24,0.0,0.7,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
18342,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,8,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,NOT Graduate,<= 0.6,Experienced in data science,Under 20 years worked
24336,city_16,0.91,,No relevent experience,no_enrollment,Primary School,,3,,,never,48,0.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
30851,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,1000-4999,Public Sector,1,46,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
30182,city_103,0.92,,Has relevent experience,Full time course,High School,,6,,,2,8,1.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
2601,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,152,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Over 20 years worked
2314,city_114,0.926,,No relevent experience,no_enrollment,Masters,Other,7,10000+,Pvt Ltd,1,19,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
16919,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,21,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
19497,city_28,0.939,Male,Has relevent experience,no_enrollment,High School,,5,10000+,Pvt Ltd,never,210,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
19884,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,28,0.0,0.7,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
26789,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,10,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
6029,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,,,1,170,1.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
1428,city_102,0.804,Female,No relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,72,0.0,0.8,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
20601,city_64,0.6659999999999999,,No relevent experience,no_enrollment,Graduate,STEM,3,,,3,44,0.0,0.7,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
16949,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,20,1000-4999,NGO,>4,69,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
17511,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,22,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
24623,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,36,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
1804,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,never,22,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
5201,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,89,1.0,0.8,1,not_city_21,,Graduate,> 0.6,Novice in data science,Over 20 years worked
27705,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,never,57,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
8675,city_104,0.924,Male,No relevent experience,no_enrollment,Phd,STEM,16,100-500,Pvt Ltd,1,332,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
9647,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,88,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
16967,city_142,0.727,Male,No relevent experience,Full time course,Primary School,,7,,,1,22,1.0,0.7,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
8760,city_45,0.89,,No relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,never,29,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
4433,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,2,23,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
6011,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Early Stage Startup,2,51,1.0,0.6,0,city_21,NOT employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
25161,city_10,0.895,Male,Has relevent experience,Part time course,High School,,6,1000-4999,Pvt Ltd,4,22,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
30896,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,35,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
4590,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,,2,15,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
25045,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,27,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
4022,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Early Stage Startup,never,314,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
28769,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,Arts,>20,50-99,Pvt Ltd,4,54,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
7978,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,14,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
33095,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,1,25,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
21799,city_97,0.925,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Funded Startup,2,28,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
31781,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Funded Startup,1,57,0.0,0.6,0,city_21,NOT employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
31256,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,<10,Pvt Ltd,1,334,0.0,0.7,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
27696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,56,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
2385,city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,114,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Under 20 years worked
8954,city_74,0.579,,Has relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,1,20,1.0,0.6,0,not_city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
9325,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,32,0.0,0.9,1,not_city_21,,NOT Graduate,> 0.6,Experienced in data science,Over 20 years worked
16469,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,7,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Novice in data science,Over 20 years worked
15377,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,Other,3,,,1,25,0.0,0.8,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Under 20 years worked
30183,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,86,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Over 20 years worked
33199,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,4,99,0.0,0.8,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
30855,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,2,20,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
29273,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,8,10000+,Pvt Ltd,>4,188,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
27891,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,110,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
13445,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,,3,57,1.0,0.6,0,city_21,,NOT Graduate,<= 0.6,Experienced in data science,Under 20 years worked
31912,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Public Sector,1,38,1.0,0.8,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
8786,city_20,0.7959999999999999,,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Funded Startup,1,18,0.0,0.8,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
17063,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,28,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
17946,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,8,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
13496,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,,1,100,1.0,0.6,0,city_21,,Graduate,<= 0.6,Experienced in data science,Under 20 years worked
29415,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,8,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
25804,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,2,26,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
20077,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,,2,55,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Experienced in data science,Over 20 years worked
32402,city_114,0.926,Male,Has relevent experience,Full time course,High School,,5,50-99,Public Sector,2,163,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Experienced in data science,Under 20 years worked
27668,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,4,51,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
25565,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Public Sector,1,106,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
17058,city_36,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,45,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
16323,city_138,0.836,,No relevent experience,Full time course,Masters,STEM,4,,,1,15,1.0,0.8,1,not_city_21,,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
26860,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,28,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
15624,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,17,,,2,19,0.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
24788,city_103,0.92,Female,No relevent experience,Full time course,Masters,STEM,5,,Public Sector,1,86,1.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,NOT Graduate,> 0.6,Novice in data science,Under 20 years worked
7457,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,140,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
8152,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,26,1.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
2828,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,1,141,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
4385,city_79,0.698,,No relevent experience,Part time course,Graduate,STEM,4,,,,46,1.0,0.7,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
24912,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,17,0.0,0.6,0,city_21,Employed in a Pvt Ltd company,Graduate,<= 0.6,Novice in data science,Under 20 years worked
23351,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,,48,1.0,0.6,0,city_21,Employed in a Pvt Ltd company,NOT Graduate,<= 0.6,Experienced in data science,Under 20 years worked
8888,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,1,324,0.0,0.9,1,not_city_21,NOT employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Under 20 years worked
31653,city_173,0.878,Male,No relevent experience,,,,6,,,1,60,0.0,0.9,1,not_city_21,,,> 0.6,Novice in data science,Under 20 years worked
1648,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,89,1.0,0.9,1,not_city_21,,Graduate,> 0.6,Novice in data science,Under 20 years worked
17984,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,134,0.0,0.9,1,not_city_21,Employed in a Pvt Ltd company,Graduate,> 0.6,Experienced in data science,Over 20 years worked
