enrollee_id,city,city_development_index,experience,training_hours,target,cdi_round,training_ten_hours,gender_original,relevent_experience_original,enrolled_university_original,education_level_original,major_discipline_original,experience_group_original,company_size_original,company_type_original,last_new_job_original,Female,Male,Gender_other,Gender_no_info,Experience_in_data_science,No_experience_in_data_science,Full_time_course,Part_time_course,No_course,Graduate,High_School,Masters,Phd,Primary_School,Major_in_Arts,Major_in_Business_Degree,Major_in_Humanities,No_Major,Major_in_Other,Major_in_STEM,Major_no_info,Work_experience_11_to_15_y,Work_experience_16_to_20_y,Work_experience_5_to_10_y,Work_experience_up_to_5_y,Work_experience_more_than_20_y,Company_size_10_to_49,Company_size_100_to_500,Company_size_1000_to_4999,Company_size_more_than_10000,Company_size_50_to_99,Company_size_500_to_999,Company_size_5000_to_9999,Company_size_up_to_10,Company_size_no_info,Currently_in_Early_Stage_Startup,Currently_in_Funded_Startup,Currently_in_NGO,Currently_in_other_company_type,Currently_in_Public_Sector,Currently_in_Pvt_Ltd,Company_type_no_info,1_year_between_previous_and_current_job,2_years_between_previous_and_current_job,3_years_between_previous_and_current_job,4_years_between_previous_and_current_job,More_than_4_years_between_previous_and_current_job,Last_new_job_never,cdi_split,city_split,experience_split_20,experience_split_5,relevant_experience_split,last_new_job_split,company_type_split,enrolled_university_split,education_level_split_g,education_level_split_h,company_size_split
15949,136,0.897,7,18,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,STEM,5-10,no info,no info,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26687,114,0.926,6,4,0.0,0.9,0,Female,No relevent experience,no_enrollment,Masters,STEM,5-10,<10,Public Sector,>4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4653,114,0.926,7,22,0.0,0.9,0,Male,No relevent experience,no_enrollment,High School,no info,5-10,no info,Pvt Ltd,never,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1
21215,103,0.92,2,43,0.0,0.9,40,Female,Has relevent experience,no_enrollment,Graduate,STEM,<5,50-99,Pvt Ltd,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
11037,71,0.884,10,96,0.0,0.9,80,Male,Has relevent experience,no_enrollment,High School,no info,5-10,no info,no info,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
9597,16,0.91,1,26,1.0,0.9,0,no info,No relevent experience,Full time course,Graduate,STEM,<5,no info,no info,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
7590,103,0.92,>20,176,0.0,0.9,160,no info,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
10631,21,0.624,1,20,1.0,0.6,0,Male,No relevent experience,Full time course,Masters,Other,<5,50-99,Pvt Ltd,never,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
19448,75,0.939,7,314,1.0,0.9,280,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10000+,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
21608,136,0.897,13,5,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,STEM,11-15,500-999,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
31953,103,0.92,3,74,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,Other,<5,<10,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
3961,103,0.92,<1,103,0.0,0.9,80,Female,Has relevent experience,no_enrollment,Graduate,STEM,<5,100-500,Funded Startup,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
7451,103,0.92,>20,33,1.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2384,67,0.855,9,108,0.0,0.9,80,Male,Has relevent experience,no_enrollment,Masters,STEM,5-10,500-999,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
24511,103,0.92,18,72,0.0,0.9,40,Female,Has relevent experience,no_enrollment,Masters,STEM,16-20,100-500,NGO,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31932,83,0.923,>20,56,1.0,0.9,40,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
10365,103,0.92,>20,118,0.0,0.9,80,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
26853,21,0.624,3,72,1.0,0.6,40,Male,No relevent experience,no_enrollment,Graduate,STEM,<5,<10,NGO,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0
15017,103,0.92,4,25,0.0,0.9,0,no info,No relevent experience,no_enrollment,Graduate,STEM,<5,no info,no info,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
28860,103,0.92,15,90,0.0,0.9,80,Male,Has relevent experience,no_enrollment,Masters,STEM,11-15,10/49,Funded Startup,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20171,103,0.92,16,29,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,16-20,100-500,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2975,102,0.804,20,13,0.0,0.8,0,Male,Has relevent experience,no_enrollment,Masters,STEM,16-20,10/49,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31553,98,0.949,11,64,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,11-15,1000-4999,no info,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16892,142,0.727,4,94,1.0,0.7,80,no info,Has relevent experience,no_enrollment,Graduate,STEM,<5,50-99,Pvt Ltd,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
26849,103,0.92,>20,97,1.0,0.9,80,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,no info,no info,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
26067,21,0.624,5,14,1.0,0.6,0,no info,No relevent experience,Full time course,Graduate,STEM,5-10,1000-4999,Pvt Ltd,>4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0
14073,114,0.926,11,90,0.0,0.9,80,Male,Has relevent experience,Part time course,Graduate,STEM,11-15,10/49,Funded Startup,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2994,103,0.92,8,6,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10000+,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
7167,136,0.897,6,8,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,STEM,5-10,10/49,no info,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30284,103,0.92,>20,15,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
18309,21,0.624,10,56,1.0,0.6,40,Male,No relevent experience,Full time course,Graduate,STEM,5-10,no info,no info,never,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1
18951,16,0.91,7,100,0.0,0.9,80,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,100-500,Pvt Ltd,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
14133,103,0.92,9,22,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,Arts,5-10,50-99,Funded Startup,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32615,160,0.92,<1,85,0.0,0.9,80,Male,No relevent experience,no_enrollment,Primary School,no info,<5,1000-4999,Public Sector,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
29968,115,0.789,3,75,1.0,0.8,40,Female,No relevent experience,Full time course,Graduate,STEM,<5,no info,no info,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
27421,21,0.624,3,43,1.0,0.6,40,Female,No relevent experience,no_enrollment,Graduate,STEM,<5,10000+,Pvt Ltd,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0
17508,16,0.91,4,2,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,<5,50-99,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
19407,21,0.624,6,43,0.0,0.6,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,5000-9999,Pvt Ltd,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0
7721,98,0.949,>20,35,0.0,0.9,0,no info,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
11577,114,0.926,4,29,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,<5,100-500,Pvt Ltd,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
11498,21,0.624,3,48,1.0,0.6,40,Female,Has relevent experience,no_enrollment,Graduate,STEM,<5,no info,Early Stage Startup,never,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1
27202,103,0.92,15,50,1.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,11-15,no info,no info,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4016,103,0.92,>20,78,0.0,0.9,40,no info,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Public Sector,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24248,114,0.926,3,86,0.0,0.9,80,no info,Has relevent experience,no_enrollment,Primary School,no info,<5,50-99,Pvt Ltd,never,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0
7412,104,0.924,1,39,0.0,0.9,0,Male,No relevent experience,Full time course,High School,no info,<5,50-99,Pvt Ltd,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
3145,93,0.865,16,104,0.0,0.9,80,Male,Has relevent experience,no_enrollment,High School,no info,16-20,500-999,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2939,73,0.754,7,100,0.0,0.8,80,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,100-500,Pvt Ltd,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
14043,158,0.7659999999999999,15,97,1.0,0.8,80,no info,Has relevent experience,no_enrollment,Graduate,STEM,11-15,50-99,Pvt Ltd,>4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
26891,103,0.92,>20,68,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
23391,123,0.738,5,31,0.0,0.7,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,no info,Pvt Ltd,never,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
12375,21,0.624,<1,36,1.0,0.6,0,no info,Has relevent experience,Full time course,Graduate,STEM,<5,50-99,no info,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
23903,160,0.92,>20,83,1.0,0.9,80,no info,Has relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,>4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
10615,123,0.738,14,29,1.0,0.7,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,11-15,1000-4999,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
31171,101,0.5579999999999999,1,5,0.0,0.6,0,Male,No relevent experience,Part time course,Graduate,STEM,<5,10/49,no info,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
23083,103,0.92,10,108,0.0,0.9,80,no info,Has relevent experience,no_enrollment,Masters,STEM,5-10,50-99,no info,3,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33131,103,0.92,5,143,0.0,0.9,120,Male,No relevent experience,no_enrollment,Graduate,STEM,5-10,<10,Pvt Ltd,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
3674,136,0.897,10,202,0.0,0.9,200,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,50-99,Public Sector,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17093,103,0.92,>20,53,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
31987,103,0.92,2,4,0.0,0.9,0,no info,Has relevent experience,no_enrollment,Graduate,Humanities,<5,500-999,no info,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6696,89,0.925,15,83,0.0,0.9,80,no info,No relevent experience,Full time course,Masters,STEM,11-15,<10,Pvt Ltd,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20301,103,0.92,5,102,0.0,0.9,80,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10000+,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
24874,21,0.624,3,210,0.0,0.6,200,no info,Has relevent experience,Part time course,Graduate,STEM,<5,10000+,no info,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
29819,103,0.92,14,34,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,STEM,11-15,50-99,Funded Startup,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11499,114,0.926,10,76,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,<10,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
30715,103,0.92,10,4,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,100-500,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
18813,103,0.92,5,140,1.0,0.9,120,Male,No relevent experience,no_enrollment,High School,no info,5-10,no info,no info,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
20220,102,0.804,11,136,1.0,0.8,120,Male,No relevent experience,no_enrollment,Graduate,STEM,11-15,50-99,Pvt Ltd,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
3581,114,0.926,8,79,0.0,0.9,40,Male,No relevent experience,Full time course,Graduate,STEM,5-10,no info,no info,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
28587,16,0.91,3,8,0.0,0.9,0,Female,Has relevent experience,no_enrollment,Graduate,STEM,<5,10000+,NGO,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1671,103,0.92,<1,105,0.0,0.9,80,Male,No relevent experience,no_enrollment,High School,no info,<5,no info,no info,never,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
28977,83,0.923,>20,33,0.0,0.9,0,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,no info,no info,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16222,103,0.92,5,96,0.0,0.9,80,Male,No relevent experience,Part time course,High School,no info,5-10,no info,no info,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
